row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit,returned
5378,CA-2014-125542,2014-12-05,2014-12-07,First Class,NB-18655,Nona Balk,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-EN-10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,348.49,7,0.20,117.61,No
5379,CA-2014-125542,2014-12-05,2014-12-07,First Class,NB-18655,Nona Balk,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-ST-10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,172.74,4,0.20,-30.23,No
5380,CA-2016-136021,2016-08-14,2016-08-18,Standard Class,JM-15580,Jill Matthias,Consumer,United States,Los Angeles,California,90045,West,OFF-PA-10000551,Office Supplies,Paper,Array Memo Cubes,15.54,3,0.00,7.61,No
5381,CA-2016-136021,2016-08-14,2016-08-18,Standard Class,JM-15580,Jill Matthias,Consumer,United States,Los Angeles,California,90045,West,TEC-MA-10000423,Technology,Machines,Texas Instruments TI-34 Scientific Calculator,105.55,6,0.20,35.62,No
5382,CA-2016-149195,2016-09-05,2016-09-07,Second Class,DM-13525,Don Miller,Corporate,United States,Houston,Texas,77070,Central,OFF-PA-10001870,Office Supplies,Paper,Xerox 202,25.92,5,0.20,9.07,No
5383,CA-2016-149195,2016-09-05,2016-09-07,Second Class,DM-13525,Don Miller,Corporate,United States,Houston,Texas,77070,Central,OFF-FA-10001843,Office Supplies,Fasteners,Staples,15.81,8,0.20,5.34,No
5384,CA-2016-149195,2016-09-05,2016-09-07,Second Class,DM-13525,Don Miller,Corporate,United States,Houston,Texas,77070,Central,OFF-PA-10002036,Office Supplies,Paper,Xerox 1930,10.37,2,0.20,3.76,No
5385,CA-2017-161410,2017-06-26,2017-07-03,Standard Class,CC-12220,Chris Cortes,Consumer,United States,Philadelphia,Pennsylvania,19143,East,TEC-PH-10001760,Technology,Phones,Bose SoundLink Bluetooth Speaker,358.20,3,0.40,41.79,No
5386,CA-2017-161410,2017-06-26,2017-07-03,Standard Class,CC-12220,Chris Cortes,Consumer,United States,Philadelphia,Pennsylvania,19143,East,TEC-PH-10000673,Technology,Phones,Plantronics Voyager Pro HD - Bluetooth Headset,545.92,14,0.40,72.79,No
5387,CA-2017-152786,2017-03-12,2017-03-17,Standard Class,GA-14725,Guy Armstrong,Consumer,United States,Rogers,Arkansas,72756,South,OFF-BI-10000829,Office Supplies,Binders,Avery Non-Stick Binders,40.41,9,0.00,18.59,No
5388,CA-2017-164707,2017-02-18,2017-02-21,Second Class,CV-12805,Cynthia Voltz,Corporate,United States,Los Angeles,California,90045,West,TEC-PH-10001924,Technology,Phones,iHome FM Clock Radio with Lightning Dock,167.98,3,0.20,10.50,No
5389,CA-2017-164707,2017-02-18,2017-02-21,Second Class,CV-12805,Cynthia Voltz,Corporate,United States,Los Angeles,California,90045,West,TEC-AC-10004864,Technology,Accessories,Memorex Micro Travel Drive 32 GB,109.53,3,0.00,47.10,No
5390,CA-2017-164707,2017-02-18,2017-02-21,Second Class,CV-12805,Cynthia Voltz,Corporate,United States,Los Angeles,California,90045,West,OFF-LA-10004345,Office Supplies,Labels,Avery 493,9.82,2,0.00,4.81,No
5391,CA-2017-163874,2017-11-10,2017-11-12,Second Class,NC-18535,Nick Crebassa,Corporate,United States,Seattle,Washington,98105,West,OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers,26.35,3,0.20,9.55,No
5392,US-2014-123183,2014-11-19,2014-11-25,Standard Class,GR-14560,Georgia Rosenberg,Corporate,United States,Wilmington,Delaware,19805,East,OFF-LA-10002787,Office Supplies,Labels,Avery 480,22.50,6,0.00,10.80,No
5393,US-2014-123183,2014-11-19,2014-11-25,Standard Class,GR-14560,Georgia Rosenberg,Corporate,United States,Wilmington,Delaware,19805,East,OFF-LA-10001569,Office Supplies,Labels,Avery 499,9.96,2,0.00,4.58,No
5394,US-2014-123183,2014-11-19,2014-11-25,Standard Class,GR-14560,Georgia Rosenberg,Corporate,United States,Wilmington,Delaware,19805,East,OFF-BI-10002429,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",213.08,7,0.00,102.28,No
5395,US-2014-123183,2014-11-19,2014-11-25,Standard Class,GR-14560,Georgia Rosenberg,Corporate,United States,Wilmington,Delaware,19805,East,FUR-BO-10000362,Furniture,Bookcases,Sauder Inglewood Library Bookcases,1025.88,6,0.00,235.95,No
5396,CA-2014-104829,2014-11-18,2014-11-21,Second Class,JG-15805,John Grady,Corporate,United States,Provo,Utah,84604,West,OFF-PA-10003016,Office Supplies,Paper,Adams @While You Were Out@ Message Pads,21.98,7,0.00,9.89,Yes
5397,US-2016-147340,2016-09-24,2016-09-24,Same Day,EB-13750,Edward Becker,Corporate,United States,San Francisco,California,94110,West,FUR-FU-10002501,Furniture,Furnishings,Nu-Dell Executive Frame,63.20,5,0.00,23.38,No
5398,CA-2016-145492,2016-11-20,2016-11-27,Standard Class,MC-17605,Matt Connell,Corporate,United States,Los Angeles,California,90004,West,OFF-AP-10003622,Office Supplies,Appliances,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",39.00,12,0.00,11.31,Yes
5399,CA-2016-163202,2016-09-27,2016-10-02,Standard Class,BM-11650,Brian Moss,Corporate,United States,Lancaster,Ohio,43130,East,OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,2.91,3,0.70,-2.03,No
5400,CA-2016-117681,2016-04-09,2016-04-14,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,Los Angeles,California,90004,West,FUR-BO-10001798,Furniture,Bookcases,Bush Somerset Collection Bookcase,556.67,5,0.15,6.55,No
5401,CA-2017-132262,2017-09-21,2017-09-23,First Class,ML-18265,Muhammed Lee,Consumer,United States,Seattle,Washington,98103,West,TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,71.98,2,0.00,15.12,No
5402,CA-2017-132262,2017-09-21,2017-09-23,First Class,ML-18265,Muhammed Lee,Consumer,United States,Seattle,Washington,98103,West,TEC-AC-10000303,Technology,Accessories,Logitech M510 Wireless Mouse,79.98,2,0.00,26.39,No
5403,CA-2017-123043,2017-08-24,2017-08-29,Standard Class,AH-10195,Alan Haines,Corporate,United States,New York City,New York,10024,East,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,24.67,4,0.20,7.71,No
5404,CA-2017-123043,2017-08-24,2017-08-29,Standard Class,AH-10195,Alan Haines,Corporate,United States,New York City,New York,10024,East,OFF-BI-10000138,Office Supplies,Binders,Acco Translucent Poly Ring Binders,3.74,1,0.20,1.31,No
5405,US-2016-143280,2016-02-22,2016-02-26,Standard Class,TZ-21580,Tracy Zic,Consumer,United States,Los Angeles,California,90045,West,TEC-PH-10002398,Technology,Phones,AT&T 1070 Corded Phone,445.96,5,0.20,55.74,No
5406,US-2016-143280,2016-02-22,2016-02-26,Standard Class,TZ-21580,Tracy Zic,Consumer,United States,Los Angeles,California,90045,West,TEC-AC-10003399,Technology,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,36.24,1,0.00,15.22,No
5407,US-2016-143280,2016-02-22,2016-02-26,Standard Class,TZ-21580,Tracy Zic,Consumer,United States,Los Angeles,California,90045,West,OFF-FA-10000992,Office Supplies,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",10.65,3,0.00,5.01,No
5408,CA-2017-108854,2017-12-08,2017-12-14,Standard Class,DM-13345,Denise Monton,Corporate,United States,San Francisco,California,94109,West,OFF-PA-10003022,Office Supplies,Paper,Standard Line “While You Were Out” Hardbound Telephone Message Book,87.92,4,0.00,40.44,No
5409,CA-2017-108854,2017-12-08,2017-12-14,Standard Class,DM-13345,Denise Monton,Corporate,United States,San Francisco,California,94109,West,OFF-BI-10002854,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",22.42,1,0.20,8.41,No
5410,CA-2017-108854,2017-12-08,2017-12-14,Standard Class,DM-13345,Denise Monton,Corporate,United States,San Francisco,California,94109,West,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,90.48,3,0.20,33.93,No
5411,CA-2017-108854,2017-12-08,2017-12-14,Standard Class,DM-13345,Denise Monton,Corporate,United States,San Francisco,California,94109,West,OFF-ST-10001837,Office Supplies,Storage,"SAFCO Mobile Desk Side File, Wire Frame",42.76,1,0.00,11.12,No
5412,CA-2017-166856,2017-09-18,2017-09-22,Standard Class,TS-21505,Tony Sayre,Consumer,United States,Clovis,New Mexico,88101,West,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,10.08,7,0.20,3.53,No
5413,CA-2017-166856,2017-09-18,2017-09-22,Standard Class,TS-21505,Tony Sayre,Consumer,United States,Clovis,New Mexico,88101,West,TEC-AC-10004992,Technology,Accessories,Kingston Digital DataTraveler 64GB USB 2.0,101.34,3,0.00,8.11,No
5414,CA-2016-153157,2016-09-11,2016-09-14,First Class,TB-21625,Trudy Brown,Consumer,United States,Wichita,Kansas,67212,Central,TEC-PH-10003171,Technology,Phones,Plantronics Encore H101 Dual Earpieces Headset,224.75,5,0.00,62.93,No
5415,US-2017-125647,2017-09-23,2017-09-28,Standard Class,LC-16870,Lena Cacioppo,Consumer,United States,Chicago,Illinois,60653,Central,OFF-AP-10000390,Office Supplies,Appliances,Euro Pro Shark Stick Mini Vacuum,73.18,6,0.80,-197.58,No
5416,US-2017-125647,2017-09-23,2017-09-28,Standard Class,LC-16870,Lena Cacioppo,Consumer,United States,Chicago,Illinois,60653,Central,OFF-PA-10004888,Office Supplies,Paper,Xerox 217,20.74,4,0.20,7.26,No
5417,US-2017-125647,2017-09-23,2017-09-28,Standard Class,LC-16870,Lena Cacioppo,Consumer,United States,Chicago,Illinois,60653,Central,TEC-PH-10004188,Technology,Phones,OtterBox Commuter Series Case - Samsung Galaxy S4,39.98,2,0.20,-9.00,No
5418,CA-2014-132542,2014-10-06,2014-10-08,Second Class,AM-10360,Alice McCarthy,Corporate,United States,Omaha,Nebraska,68104,Central,OFF-BI-10004099,Office Supplies,Binders,GBC VeloBinder Strips,15.36,2,0.00,7.68,No
5419,CA-2015-110877,2015-10-23,2015-10-26,First Class,JE-15715,Joe Elijah,Consumer,United States,Houston,Texas,77041,Central,OFF-PA-10004621,Office Supplies,Paper,Xerox 212,36.29,7,0.20,12.70,No
5420,CA-2015-110877,2015-10-23,2015-10-26,First Class,JE-15715,Joe Elijah,Consumer,United States,Houston,Texas,77041,Central,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,150.38,2,0.20,15.04,No
5421,US-2016-151827,2016-03-31,2016-04-02,Second Class,CS-11950,Carlos Soltero,Consumer,United States,Philadelphia,Pennsylvania,19134,East,TEC-PH-10002789,Technology,Phones,LG Exalt,280.78,3,0.40,-60.84,Yes
5422,US-2016-151827,2016-03-31,2016-04-02,Second Class,CS-11950,Carlos Soltero,Consumer,United States,Philadelphia,Pennsylvania,19134,East,TEC-AC-10003289,Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,31.98,2,0.20,1.20,Yes
5423,US-2016-163258,2016-12-29,2017-01-02,Standard Class,PF-19225,Phillip Flathmann,Consumer,United States,Los Angeles,California,90045,West,OFF-BI-10000138,Office Supplies,Binders,Acco Translucent Poly Ring Binders,11.23,3,0.20,3.93,No
5424,CA-2017-103009,2017-11-03,2017-11-05,Second Class,PJ-18835,Patrick Jones,Corporate,United States,Richmond,Kentucky,40475,South,OFF-PA-10001215,Office Supplies,Paper,Xerox 1963,26.40,5,0.00,11.88,No
5425,US-2017-120649,2017-01-20,2017-01-26,Standard Class,JF-15490,Jeremy Farry,Consumer,United States,Waterbury,Connecticut,6708,East,OFF-AR-10001545,Office Supplies,Art,Newell 326,3.52,2,0.00,1.02,No
5426,CA-2016-153598,2016-12-03,2016-12-06,First Class,NM-18520,Neoma Murray,Consumer,United States,Los Angeles,California,90045,West,TEC-AC-10003870,Technology,Accessories,Logitech Z-906 Speaker sys - home theater - 5.1-CH,1649.95,5,0.00,659.98,No
5427,CA-2016-153598,2016-12-03,2016-12-06,First Class,NM-18520,Neoma Murray,Consumer,United States,Los Angeles,California,90045,West,FUR-FU-10001085,Furniture,Furnishings,3M Polarizing Light Filter Sleeves,111.90,6,0.00,51.47,No
5428,US-2016-108497,2016-06-14,2016-06-14,Same Day,MH-17290,Marc Harrigan,Home Office,United States,Los Angeles,California,90036,West,FUR-BO-10004218,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",599.17,5,0.15,35.25,No
5429,CA-2016-113096,2016-09-02,2016-09-04,First Class,SZ-20035,Sam Zeldin,Home Office,United States,San Francisco,California,94122,West,OFF-ST-10003455,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",46.53,3,0.00,12.10,No
5430,CA-2014-136861,2014-09-05,2014-09-07,First Class,PR-18880,Patrick Ryan,Consumer,United States,Saint Petersburg,Florida,33710,South,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,31.98,2,0.20,2.00,No
5431,CA-2017-117422,2017-10-21,2017-10-25,Standard Class,FC-14245,Frank Carlisle,Home Office,United States,Lakewood,Ohio,44107,East,OFF-AP-10000938,Office Supplies,Appliances,Avanti 1.7 Cu. Ft. Refrigerator,161.57,2,0.20,16.16,No
5432,CA-2017-117422,2017-10-21,2017-10-25,Standard Class,FC-14245,Frank Carlisle,Home Office,United States,Lakewood,Ohio,44107,East,OFF-PA-10002195,Office Supplies,Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2@ X 11@, 24 Cards/25 Envelopes/Set",4.06,1,0.20,1.37,No
5433,CA-2017-117422,2017-10-21,2017-10-25,Standard Class,FC-14245,Frank Carlisle,Home Office,United States,Lakewood,Ohio,44107,East,OFF-BI-10002799,Office Supplies,Binders,"SlimView Poly Binder, 3/8@",6.22,4,0.70,-4.97,No
5434,CA-2017-129707,2017-04-25,2017-04-29,Standard Class,LH-16750,Larry Hughes,Consumer,United States,Chandler,Arizona,85224,West,OFF-AR-10000246,Office Supplies,Art,Newell 318,8.90,4,0.20,0.67,Yes
5435,CA-2015-160171,2015-10-19,2015-10-24,Standard Class,RM-19675,Robert Marley,Home Office,United States,Los Angeles,California,90008,West,OFF-AP-10000275,Office Supplies,Appliances,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",1640.70,5,0.00,459.40,No
5436,CA-2015-160171,2015-10-19,2015-10-24,Standard Class,RM-19675,Robert Marley,Home Office,United States,Los Angeles,California,90008,West,TEC-AC-10000892,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,270.00,3,0.00,97.20,No
5437,CA-2014-103317,2014-07-05,2014-07-08,First Class,DM-13525,Don Miller,Corporate,United States,Palm Coast,Florida,32137,South,FUR-FU-10001591,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,19.52,2,0.20,5.37,No
5438,CA-2014-103317,2014-07-05,2014-07-08,First Class,DM-13525,Don Miller,Corporate,United States,Palm Coast,Florida,32137,South,OFF-BI-10001787,Office Supplies,Binders,Wilson Jones Four-Pocket Poly Binders,9.81,5,0.70,-6.87,No
5439,CA-2014-103317,2014-07-05,2014-07-08,First Class,DM-13525,Don Miller,Corporate,United States,Palm Coast,Florida,32137,South,FUR-FU-10003192,Furniture,Furnishings,Luxo Adjustable Task Clamp Lamp,213.22,3,0.20,15.99,No
5440,CA-2016-167115,2016-04-04,2016-04-09,Standard Class,EH-14185,Evan Henry,Consumer,United States,New York City,New York,10035,East,OFF-BI-10004600,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,588.78,2,0.20,184.00,No
5441,US-2017-153633,2017-11-13,2017-11-18,Second Class,TC-21295,Toby Carlisle,Consumer,United States,Jupiter,Florida,33458,South,OFF-AR-10002335,Office Supplies,Art,DIXON Oriole Pencils,2.06,1,0.20,0.15,No
5442,CA-2017-155929,2017-09-09,2017-09-13,Standard Class,AI-10855,Arianne Irving,Consumer,United States,Glendale,Arizona,85301,West,OFF-PA-10000859,Office Supplies,Paper,Unpadded Memo Slips,6.37,2,0.20,2.39,No
5443,CA-2015-148712,2015-04-17,2015-04-23,Standard Class,JM-15535,Jessica Myrick,Consumer,United States,New York City,New York,10035,East,TEC-AC-10003198,Technology,Accessories,Enermax Acrylux Wireless Keyboard,99.60,1,0.00,36.85,No
5444,CA-2015-148712,2015-04-17,2015-04-23,Standard Class,JM-15535,Jessica Myrick,Consumer,United States,New York City,New York,10035,East,OFF-BI-10001900,Office Supplies,Binders,"DXL Angle-View Binders with Locking Rings, Black",62.30,13,0.20,21.02,No
5445,CA-2015-148712,2015-04-17,2015-04-23,Standard Class,JM-15535,Jessica Myrick,Consumer,United States,New York City,New York,10035,East,OFF-AR-10000614,Office Supplies,Art,Barrel Sharpener,10.71,3,0.00,2.78,No
5446,CA-2016-128307,2016-07-25,2016-07-29,Standard Class,BE-11335,Bill Eplett,Home Office,United States,Houston,Texas,77041,Central,OFF-EN-10003040,Office Supplies,Envelopes,Quality Park Security Envelopes,20.94,1,0.20,7.07,No
5447,US-2016-127425,2016-08-26,2016-08-31,Standard Class,DR-12880,Dan Reichenbach,Corporate,United States,New York City,New York,10035,East,TEC-PH-10003442,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,33.00,6,0.00,8.25,Yes
5448,US-2016-127425,2016-08-26,2016-08-31,Standard Class,DR-12880,Dan Reichenbach,Corporate,United States,New York City,New York,10035,East,TEC-AC-10002800,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,249.95,5,0.00,87.48,Yes
5449,US-2014-119081,2014-09-12,2014-09-19,Standard Class,TA-21385,Tom Ashbrook,Home Office,United States,Olathe,Kansas,66062,Central,OFF-SU-10000157,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,357.93,3,0.00,7.16,No
5450,US-2014-119081,2014-09-12,2014-09-19,Standard Class,TA-21385,Tom Ashbrook,Home Office,United States,Olathe,Kansas,66062,Central,TEC-AC-10001542,Technology,Accessories,SanDisk Cruzer 16 GB USB Flash Drive,57.40,5,0.00,10.91,No
5451,US-2014-119081,2014-09-12,2014-09-19,Standard Class,TA-21385,Tom Ashbrook,Home Office,United States,Olathe,Kansas,66062,Central,OFF-BI-10004519,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,331.96,2,0.00,149.38,No
5452,US-2014-119081,2014-09-12,2014-09-19,Standard Class,TA-21385,Tom Ashbrook,Home Office,United States,Olathe,Kansas,66062,Central,FUR-FU-10003464,Furniture,Furnishings,Seth Thomas 8 1/2@ Cubicle Clock,40.56,2,0.00,12.98,No
5453,CA-2016-140613,2016-07-22,2016-07-29,Standard Class,KN-16705,Kristina Nunn,Home Office,United States,Sparks,Nevada,89431,West,OFF-SU-10004261,Office Supplies,Supplies,"Fiskars 8@ Scissors, 2/Pack",86.20,5,0.00,25.00,No
5454,US-2017-108700,2017-05-19,2017-05-23,Standard Class,PJ-18835,Patrick Jones,Corporate,United States,Rockford,Illinois,61107,Central,OFF-PA-10004733,Office Supplies,Paper,Things To Do Today Spiral Book,38.02,6,0.20,13.78,No
5455,CA-2017-160962,2017-04-28,2017-05-02,Standard Class,MC-17605,Matt Connell,Corporate,United States,Philadelphia,Pennsylvania,19143,East,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,8.38,1,0.20,0.73,No
5456,CA-2017-160962,2017-04-28,2017-05-02,Standard Class,MC-17605,Matt Connell,Corporate,United States,Philadelphia,Pennsylvania,19143,East,OFF-AR-10003056,Office Supplies,Art,Newell 341,6.85,2,0.20,0.77,No
5457,CA-2017-130631,2017-12-29,2018-01-02,Standard Class,BS-11755,Bruce Stewart,Consumer,United States,Edmonds,Washington,98026,West,OFF-FA-10000089,Office Supplies,Fasteners,Acco Glide Clips,19.60,5,0.00,9.60,Yes
5458,CA-2017-130631,2017-12-29,2018-01-02,Standard Class,BS-11755,Bruce Stewart,Consumer,United States,Edmonds,Washington,98026,West,FUR-FU-10004093,Furniture,Furnishings,Hand-Finished Solid Wood Document Frame,68.46,2,0.00,20.54,Yes
5459,CA-2017-116680,2017-09-04,2017-09-06,Second Class,PK-19075,Pete Kriz,Consumer,United States,San Francisco,California,94122,West,OFF-BI-10004022,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,13.34,6,0.20,4.34,No
5460,CA-2017-116680,2017-09-04,2017-09-06,Second Class,PK-19075,Pete Kriz,Consumer,United States,San Francisco,California,94122,West,FUR-TA-10001771,Furniture,Tables,"Bush Cubix Conference Tables, Fully Assembled",1478.27,8,0.20,92.39,No
5461,US-2014-107405,2014-03-21,2014-03-25,Standard Class,TS-21205,Thomas Seio,Corporate,United States,Asheville,North Carolina,28806,South,OFF-ST-10002301,Office Supplies,Storage,Tennsco Commercial Shelving,16.27,1,0.20,-3.86,No
5462,CA-2017-101574,2017-09-28,2017-10-04,Standard Class,BD-11725,Bruce Degenhardt,Consumer,United States,Los Angeles,California,90032,West,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,9.24,3,0.00,4.44,Yes
5463,CA-2014-146591,2014-01-19,2014-01-20,First Class,TS-21340,Toby Swindell,Consumer,United States,Scottsdale,Arizona,85254,West,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",32.34,10,0.70,-23.72,No
5464,CA-2014-146591,2014-01-19,2014-01-20,First Class,TS-21340,Toby Swindell,Consumer,United States,Scottsdale,Arizona,85254,West,OFF-PA-10000659,Office Supplies,Paper,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",56.06,4,0.20,19.62,No
5465,CA-2014-146591,2014-01-19,2014-01-20,First Class,TS-21340,Toby Swindell,Consumer,United States,Scottsdale,Arizona,85254,West,OFF-EN-10002504,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",108.72,5,0.20,36.69,No
5466,CA-2014-146591,2014-01-19,2014-01-20,First Class,TS-21340,Toby Swindell,Consumer,United States,Scottsdale,Arizona,85254,West,FUR-BO-10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,181.47,5,0.70,-320.60,No
5467,CA-2014-107706,2014-02-14,2014-02-19,Second Class,ST-20530,Shui Tom,Consumer,United States,Houston,Texas,77095,Central,OFF-PA-10000466,Office Supplies,Paper,"Memo Book, 100 Message Capacity, 5 3/8” x 11”",16.18,3,0.20,6.07,No
5468,CA-2016-122448,2016-06-09,2016-06-14,Standard Class,DB-13210,Dean Braden,Consumer,United States,San Francisco,California,94109,West,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",122.35,3,0.20,13.76,No
5469,CA-2014-132451,2014-09-26,2014-09-27,First Class,KF-16285,Karen Ferguson,Home Office,United States,San Diego,California,92105,West,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",585.55,3,0.20,73.19,No
5470,CA-2014-132451,2014-09-26,2014-09-27,First Class,KF-16285,Karen Ferguson,Home Office,United States,San Diego,California,92105,West,OFF-PA-10004888,Office Supplies,Paper,Xerox 217,19.44,3,0.00,9.33,No
5471,CA-2016-158547,2016-05-30,2016-06-04,Standard Class,JM-16195,Justin MacKendrick,Consumer,United States,Hamilton,Ohio,45011,East,OFF-AP-10003842,Office Supplies,Appliances,Euro-Pro Shark Turbo Vacuum,123.92,5,0.20,9.29,No
5472,CA-2017-116946,2017-12-19,2017-12-23,Standard Class,TS-21505,Tony Sayre,Consumer,United States,Parker,Colorado,80134,West,FUR-FU-10000320,Furniture,Furnishings,OIC Stacking Trays,13.36,5,0.20,4.01,No
5473,CA-2017-116946,2017-12-19,2017-12-23,Standard Class,TS-21505,Tony Sayre,Consumer,United States,Parker,Colorado,80134,West,OFF-ST-10002554,Office Supplies,Storage,Tennsco Industrial Shelving,78.26,2,0.20,-17.61,No
5474,CA-2017-116946,2017-12-19,2017-12-23,Standard Class,TS-21505,Tony Sayre,Consumer,United States,Parker,Colorado,80134,West,FUR-BO-10000468,Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases,102.02,7,0.70,-183.63,No
5475,CA-2017-121741,2017-12-26,2017-12-26,Same Day,YC-21895,Yoseph Carroll,Corporate,United States,Fremont,Nebraska,68025,Central,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,750.68,2,0.00,37.53,No
5476,CA-2017-169691,2017-06-15,2017-06-18,First Class,Dp-13240,Dean percer,Home Office,United States,Maple Grove,Minnesota,55369,Central,OFF-LA-10002312,Office Supplies,Labels,Avery 490,44.40,3,0.00,22.20,No
5477,CA-2017-169691,2017-06-15,2017-06-18,First Class,Dp-13240,Dean percer,Home Office,United States,Maple Grove,Minnesota,55369,Central,OFF-ST-10001291,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",84.55,5,0.00,22.83,No
5478,CA-2017-169691,2017-06-15,2017-06-18,First Class,Dp-13240,Dean percer,Home Office,United States,Maple Grove,Minnesota,55369,Central,OFF-PA-10003022,Office Supplies,Paper,Xerox 1992,17.94,3,0.00,8.79,No
5479,CA-2016-121356,2016-11-20,2016-11-24,Standard Class,SJ-20500,Shirley Jackson,Consumer,United States,Newark,Delaware,19711,East,OFF-BI-10002133,Office Supplies,Binders,"Wilson Jones Elliptical Ring 3 1/2@ Capacity Binders, 800 sheets",128.40,3,0.00,62.92,No
5480,CA-2014-101770,2014-03-31,2014-04-04,Standard Class,KB-16240,Karen Bern,Corporate,United States,Miami,Florida,33180,South,OFF-BI-10001097,Office Supplies,Binders,Avery Hole Reinforcements,1.87,1,0.70,-1.31,No
5481,CA-2017-105487,2017-10-08,2017-10-14,Standard Class,CS-12250,Chris Selesnick,Corporate,United States,San Diego,California,92105,West,TEC-PH-10001336,Technology,Phones,Digium D40 VoIP phone,103.19,1,0.20,11.61,No
5482,CA-2017-105487,2017-10-08,2017-10-14,Standard Class,CS-12250,Chris Selesnick,Corporate,United States,San Diego,California,92105,West,TEC-AC-10002305,Technology,Accessories,KeyTronic E03601U1 - Keyboard - Beige,36.00,2,0.00,6.48,No
5483,CA-2017-105487,2017-10-08,2017-10-14,Standard Class,CS-12250,Chris Selesnick,Corporate,United States,San Diego,California,92105,West,TEC-AC-10003610,Technology,Accessories,Logitech Illuminated - Keyboard,239.96,4,0.00,115.18,No
5484,CA-2017-105487,2017-10-08,2017-10-14,Standard Class,CS-12250,Chris Selesnick,Corporate,United States,San Diego,California,92105,West,OFF-ST-10002301,Office Supplies,Storage,Tennsco Commercial Shelving,40.68,2,0.00,0.41,No
5485,CA-2017-148999,2017-01-30,2017-02-04,Standard Class,EB-13870,Emily Burns,Consumer,United States,Miami,Florida,33142,South,FUR-CH-10002044,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",419.14,4,0.20,-68.11,No
5486,CA-2014-107573,2014-12-12,2014-12-17,Standard Class,PB-19150,Philip Brown,Consumer,United States,Miami,Florida,33178,South,OFF-EN-10001099,Office Supplies,Envelopes,Staple envelope,23.47,3,0.20,7.63,No
5487,CA-2015-156608,2015-10-24,2015-10-29,Standard Class,MT-18070,Michelle Tran,Home Office,United States,San Antonio,Texas,78207,Central,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,3.59,4,0.80,-6.29,No
